date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate,city,city_tier,business_district_type,store_size,opened_days,day_of_week,month,week_of_month,is_weekend,is_month_start,is_month_end,is_payday_window,is_holiday,campaign_id,promo_type,promo_depth,coupon_flag,rain_level,temperature_bin,traffic_index,event_flag,promo_flag,discount_rate,day_of_month,week_of_year,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_28,promo_last_7d_count,stockout_last_7d_mean,days_since_last_promo
2024-10-03,S001,beverages,54,1052.86,21.81,40.58,0.0518,Wuhan,2,office,L,315,3,10,1,0,0,0,1,1,,,0.0,0.0,0.7556,mild,1.1226,0,0,0.0,3,40,52.0,40.0,58.0,49.57142857142857,12.461368876881641,48.857142857142854,1.0,41.24142857142857,4.0
2024-10-04,S001,beverages,54,937.34,34.92,38.13,0.0811,Wuhan,2,office,L,315,4,10,1,0,0,0,0,1,,,0.0,0.0,0.7627,mild,1.2158,0,0,0.0,4,40,54.0,40.0,36.0,51.57142857142857,11.77365905821329,49.25,1.0,40.25857142857143,5.0
2024-10-05,S001,beverages,58,1003.94,35.84,38.17,0.0971,Wuhan,2,office,L,315,5,10,1,1,0,0,0,1,,,0.0,0.0,0.8635,mild,1.0482,0,0,0.0,5,40,54.0,76.0,45.0,53.57142857142857,10.612212192518955,49.607142857142854,1.0,38.65714285714286,6.0
2024-10-06,S001,beverages,53,987.35,39.74,44.27,0.0834,Wuhan,2,office,L,315,6,10,1,1,0,0,0,1,,,0.0,0.0,0.9407,mild,1.0067,0,0,0.0,6,40,58.0,49.0,42.0,51.0,4.932882862316269,49.142857142857146,0.0,37.82285714285714,7.0
2024-10-07,S001,beverages,48,867.46,36.34,36.9,0.0848,Wuhan,2,office,L,315,0,10,1,0,0,0,0,1,,,0.0,0.0,1.0,mild,1.1802,0,0,0.0,7,41,53.0,44.0,32.0,51.57142857142857,4.89411697371254,48.535714285714285,0.0,37.18,8.0
2024-10-08,S001,beverages,39,685.77,45.12,39.82,0.093,Wuhan,2,office,L,315,1,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0697,0,0,0.0,8,41,48.0,46.0,44.0,52.142857142857146,4.017817460121528,48.714285714285715,0.0,35.69571428571429,9.0
2024-10-09,S001,beverages,71,1037.48,48.17,39.47,0.0831,Wuhan,2,office,L,315,2,10,2,0,0,0,0,0,C3218,coupon,0.309,1.0,1.0,mild,1.0633,0,1,0.309,9,41,39.0,52.0,55.0,51.142857142857146,6.121780008803868,48.785714285714285,0.0,36.964285714285715,10.0
2024-10-10,S001,beverages,38,725.59,49.74,36.98,0.0921,Wuhan,2,office,L,315,3,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0693,0,0,0.0,10,41,71.0,54.0,40.0,53.857142857142854,9.719886340703313,49.857142857142854,1.0,37.42,0.0
2024-10-11,S001,beverages,46,757.15,35.19,39.33,0.0865,Wuhan,2,office,L,315,4,10,2,0,0,0,0,0,,,0.0,0.0,0.8885,mild,1.1172,0,0,0.0,11,41,38.0,54.0,40.0,51.57142857142857,11.414276774536113,49.57142857142857,1.0,41.410000000000004,1.0
2024-10-12,S001,beverages,48,904.87,37.7,41.56,0.082,Wuhan,2,office,L,315,5,10,2,1,0,0,0,0,,,0.0,0.0,0.6866,mild,0.9229,0,0,0.0,12,41,46.0,58.0,76.0,50.42857142857143,11.530497862294634,49.75,1.0,41.44857142857143,2.0
2024-10-13,S001,beverages,54,992.06,46.59,32.14,0.0795,Wuhan,2,office,L,315,6,10,2,1,0,0,0,0,,,0.0,0.0,1.0,mild,0.9398,0,0,0.0,13,41,48.0,53.0,49.0,49.0,11.045361017187266,48.857142857142854,1.0,41.714285714285715,3.0
2024-10-14,S001,beverages,36,631.2,42.38,40.67,0.08,Wuhan,2,office,L,315,0,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0593,0,0,0.0,14,42,54.0,48.0,44.0,49.142857142857146,11.111984092689775,48.785714285714285,1.0,42.69285714285714,4.0
2024-10-15,S001,beverages,46,800.94,38.48,42.81,0.0848,Wuhan,2,office,L,315,1,10,3,0,0,0,1,0,,,0.0,0.0,1.0,mild,1.0367,0,0,0.0,15,42,36.0,39.0,46.0,47.42857142857143,12.190941211368695,48.32142857142857,1.0,43.55571428571428,5.0
2024-10-16,S001,beverages,48,814.98,38.44,41.65,0.0829,Wuhan,2,office,L,315,2,10,3,0,0,0,1,0,,,0.0,0.0,1.0,mild,1.0025,0,0,0.0,16,42,46.0,71.0,52.0,48.42857142857143,11.659861961120338,48.035714285714285,1.0,42.607142857142854,6.0
2024-10-17,S001,beverages,34,572.99,53.78,39.41,0.0676,Wuhan,2,office,L,315,3,10,3,0,0,0,0,0,,,0.0,0.0,0.9243,mild,1.1111,0,0,0.0,17,42,48.0,38.0,54.0,45.142857142857146,6.2029179001652395,48.285714285714285,0.0,41.21714285714286,7.0
2024-10-18,S001,beverages,45,851.66,43.73,37.15,0.0939,Wuhan,2,office,L,315,4,10,3,0,0,0,0,0,,,0.0,0.0,0.9126,mild,1.0507,0,0,0.0,18,42,34.0,46.0,54.0,44.57142857142857,7.091242083423334,47.42857142857143,0.0,41.794285714285714,8.0
2024-10-19,S001,beverages,47,852.79,48.25,42.2,0.08,Wuhan,2,office,L,315,5,10,3,1,0,0,0,0,,,0.0,0.0,0.9757,mild,1.0218,0,0,0.0,19,42,45.0,48.0,58.0,44.42857142857143,7.067699834626593,47.75,0.0,43.01428571428572,9.0
2024-10-20,S001,beverages,52,973.62,29.96,40.06,0.0854,Wuhan,2,office,L,315,6,10,3,1,0,0,0,0,,,0.0,0.0,0.9118,mild,0.9596,0,0,0.0,20,42,47.0,54.0,53.0,44.285714285714285,6.993193970194285,47.82142857142857,0.0,44.52142857142858,10.0
2024-10-21,S001,beverages,36,619.22,25.35,45.57,0.0637,Wuhan,2,office,L,315,0,10,3,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0167,0,0,0.0,21,43,52.0,36.0,48.0,44.0,6.557438524301985,48.17857142857143,0.0,42.145714285714284,11.0
2024-10-22,S001,beverages,39,667.86,52.26,43.63,0.0807,Wuhan,2,office,L,315,1,10,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.119,0,0,0.0,22,43,36.0,46.0,39.0,44.0,6.557438524301985,48.32142857142857,0.0,39.712857142857146,12.0
2024-10-23,S001,beverages,44,732.98,50.24,33.27,0.084,Wuhan,2,office,L,315,2,10,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0644,0,0,0.0,23,43,39.0,48.0,71.0,43.0,6.7330032922413645,48.142857142857146,0.0,41.68142857142857,13.0
2024-10-24,S001,beverages,51,923.03,25.84,35.84,0.0796,Wuhan,2,office,L,315,3,10,4,0,0,0,0,0,,,0.0,0.0,0.4523,mild,1.0088,0,0,0.0,24,43,44.0,34.0,38.0,42.42857142857143,6.399404734221818,47.75,0.0,43.36714285714286,14.0
2024-10-25,S001,beverages,41,698.94,41.42,35.22,0.0691,Wuhan,2,office,L,315,4,10,4,0,0,0,0,0,,,0.0,0.0,0.9822,mild,1.0953,0,0,0.0,25,43,51.0,45.0,46.0,44.857142857142854,5.871642911161265,48.142857142857146,0.0,39.37571428571429,15.0
2024-10-26,S001,beverages,44,823.52,45.58,37.3,0.0805,Wuhan,2,office,L,315,5,10,4,1,0,0,0,0,,,0.0,0.0,0.7959,mild,0.9335,0,0,0.0,26,43,41.0,47.0,48.0,44.285714285714285,6.047431568147621,48.17857142857143,0.0,39.04571428571428,16.0
